pair_id,sent_1,sent_2,pron_1,pron_2,pron_word_id_1,pron_word_id_2,option_1,option_2,option_1_word_id_1,option_2_word_id_1,option_1_word_id_2,option_2_word_id_2,context_1,context_2,context_word_id,verb_1,verb_2,verb_word_id_1,verb_word_id_2,pron_1_replacement,pron_2_replacement,pron_1_new,pron_2_new
1-38VTL6WC4CRH3WKU8647JSMX5A7Y5G,"Although broccoli and steaks can both be part of a healthy diet, the _ has more antioxidants.","Although broccoli and steaks can both be part of a healthy diet, the _ have fewer antioxidants.",_,_,13,13,broccoli,steaks,1,3,1,3,more,fewer,15,has,have,14,14,it,they,the _,the _
1-338GLSUI45PC971AFCPRNIP9D67SF7,I selected the hammers instead of the mallet as my tool choice since the _ are lighter and I'm out of shape.,I selected the hammers instead of the mallet as my tool choice since the _ is heavier and I'm out of shape.,_,_,14,14,hammers,mallet,3,7,3,7,lighter,heavier,16,are,is,15,15,they,it,the _,the _
1-33QQ60S6AUW1RGEO1Z16ZCKTSEM0U0,The trumpet had to be blown into the mic to be as audible as the drums because the _ was softer.,The trumpet had to be blown into the mic to be as audible as the drums because the _ were louder.,_,_,18,18,trumpet,drums,1,15,1,15,softer,louder,20,was,were,19,19,it,they,the _,the _
1-329E6HTMSW04BN926A3N3PLTZJHK3G,Playing Scrabble is fun for Hunter but not his friends because _ knows a lot of difficult words.,Playing Scrabble is fun for Hunter but not his friends because _ know a lot of simple words.,_,_,11,11,Hunter,his friends,5,8,5,8,difficult,simple,16,knows,know,12,12,he,they,_,_
1-3SNR5F7R947V9FYIFPB71YYMSK9EIS,James was writing poems on his jotter when the ink finished. The _ are long.,James was writing poems on his jotter when the ink finished. The _ is low.,_,_,12,12,poems,ink,3,9,3,9,long,low,14,are,is,13,13,They,It,The _,The _
1-3K8CQCU3KGFH4GV0X5I5SC12KIANWM,The avocados smeared over the tree when James threw them at the tree. The _ were pretty soft.,The avocados smeared over the tree when James threw them at the tree. The _ was pretty hard.,_,_,14,14,avocados,tree,1,5,1,5,soft,hard,17,were,was,15,15,They,It,The _,The _
1-3BPP3MA3TEYXZG6O0S8KTEQE9O3EL6,"The plane took off without any problems with the engines, but now it gets to altitude, and the _ has started to shake violently.","The plane took off without any problems with the engines, but now it gets to altitude, and the _ have started to sputter.",_,_,18,18,plane,engines,1,9,1,9,shake violently,sputter,22,has,have,19,19,it,they,the _,the _
1-3QGTX7BCHRGH8MUZ4S6QXZVZB8HZ5M,"He prefers to take cold showers over a hot bath in the morning, because the _ make him feel awake.","He prefers to take cold showers over a hot bath in the morning, because the _ makes him feel sleepy.",_,_,15,15,cold showers,hot bath,4,8,4,8,awake,sleepy,19,make,makes,16,16,they,it,the _,the _
1-3D3B8GE89456V5U5K9L5IHYNN3DP9Y,The hospital in the city is better equipped but not as friendly as the offices in the small town because the _ is more likely to hire people that are less familiar.,The hospital in the city is better equipped but not as friendly as the offices in the small town because the _ are more likely to hire people that are more familiar.,_,_,21,21,hospital,offices,1,14,1,14,less,more,30,is,are,22,22,it,they,the _,the _
1-3X2LT8FDHYWW198WR3TMAFB8XX28WY,Jane realized the pin did not go through the jeans because the _ was weak.,Jane realized the pin did not go through the jeans because the _ were strong.,_,_,12,12,pin,jeans,3,9,3,9,weak,strong,14,was,were,13,13,it,they,the _,the _
1-3BJKPTD2QCAVX8KRB9IBMEB5TRYTRC,"I used vinegar for a stain on the carpets today, but now my room smells terrible since the _ is too strong.","I used vinegar for a stain on the carpets today, but now my room smells terrible since the _ are too thin.",_,_,18,18,vinegar,carpets,2,8,2,8,strong,thin,21,is,are,19,19,it,they,the _,the _
1-3OREP8RUT294CWHWVCXENGRCLFYBGR,Logan was so sore after the long hike but his friends felt just fine; _ is idle most of the time.,Logan was so sore after the long hike but his friends felt just fine; _ are active most of the time.,_,_,14,14,Logan,his friends,0,9,0,9,idle,active,16,is,are,15,15,he,they,_,_
1-3ROUCZ907H8RHSMA7YR8Q7OM9WQOOG,"The pens could easily be hidden in between the crack of the box. Yes, the _ are that small.","The pens could easily be hidden in between the crack of the box. Yes, the _ is that wide.",_,_,15,15,pens,crack,1,9,1,9,small,wide,18,are,is,16,16,they,it,the _,the _
1-3Z8UJEJOC1RZOGPIMBOY5EVLHVF393,James can clearly see the bottom of the swimming pool which is unlike his water tanks beside it. The _ is clean.,James can clearly see the bottom of the swimming pool which is unlike his water tanks beside it. The _ are dirty.,_,_,19,19,pool,tanks,9,15,9,15,clean,dirty,21,is,are,20,20,It,They,The _,The _
1-32TMVRKDGPCKS7PCHXN3FNSHCWC844,"The jewelry Kayla wore made quite an impression on her roommates because, usually, _ is less stylish.","The jewelry Kayla wore made quite an impression on her roommates because, usually, _ are more stylish.",_,_,13,13,Kayla,her roommates,2,9,2,9,less,more,15,is,are,14,14,she,they,_,_
1-3M7OI89LVYMLP8KWXZKNM9K59J7C63,He thinks the sculpture he bought is so much better as art than the paintings I bought just because the _ was expensive.,He thinks the sculpture he bought is so much better as art than the paintings I bought just because the _ were cheap.,_,_,20,20,sculpture,paintings,3,14,3,14,expensive,cheap,22,was,were,21,21,it,they,the _,the _
1-36U4VBVNQQRPRAYNVCKLJ8LF0ZOURI,Callie went on a liquid diet through tubes but was in pain because the _ is restrictive.,Callie went on a liquid diet through tubes but was in pain because the _ are painful.,_,_,14,14,diet,tubes,5,7,5,7,restrictive,painful,16,is,are,15,15,it,they,the _,the _
1-3NI0WFPPIBUGP5ON5H33J66DQTH60K,The boat started to sink when James added more bags into it. The _ was light.,The boat started to sink when James added more bags into it. The _ were heavy.,_,_,13,13,boat,bags,1,9,1,9,light,heavy,15,was,were,14,14,It,They,The _,The _
1-3L7SUC0TTW8IE89FSXAK823YENM0MY,Jim's bags were roughed after washing them with a brush because the _ were too weak.,Jim's bags were roughed after washing them with a brush because the _ was too hard.,_,_,12,12,bags,brush,1,9,1,9,weak,hard,15,were,was,13,13,they,it,the _,the _
1-39N6W9XWRDL0P4A754BYVRPD17SYG2,Fishing is a hobby that suits Sarah more than her roommates because _ is a meat-eater.,Fishing is a hobby that suits Sarah more than her roommates because _ are longtime animal rights activists.,_,_,12,12,Sarah,her roommates,6,9,6,9,a meat-eater,longtime animal rights activists,14,is,are,13,13,she,they,_,_
1-3CZH926SIES118Z3U0937XO2MSRE49,James needed a bigger box to collect the silver coins he exchanged for the gold bar because the _ were bigger.,James needed a bigger box to collect the silver coins he exchanged for the gold bar because the _ was smaller.,_,_,18,18,silver coins,gold bar,8,14,8,14,bigger,smaller,20,were,was,19,19,they,it,the _,the _
1-3FDWKV9VCN0J05MO66C45B3X13PUM0,The hard mattress on the bed was comfortable for Randy but not his parents because _ happens to prefer firm support.,The hard mattress on the bed was comfortable for Randy but not his parents because _ happen to prefer soft support.,_,_,15,15,Randy,his parents,9,12,9,12,firm,soft,19,happens,happen,16,16,he,they,_,_
1-33BFF6QPI3PA0C2QFMYQJY3XGAMW33,James cannot put his signature in between the lines provided because the _ is big.,James cannot put his signature in between the lines provided because the _ are narrow.,_,_,12,12,signature,lines,4,8,4,8,big,narrow,14,is,are,13,13,it,they,the _,the _
1-341H3G5YF2SIDF8Y7M0EG4Z7TSGZ0S,Natalie's colleagues were hired to install a new wall for Monica because _ are the employee.,Natalie's colleagues were hired to install a new wall for Monica because _ is the employer.,_,_,12,12,Natalie's colleagues,Monica,0,10,0,10,employee,employer,15,are,is,13,13,they,she,_,_
1-3OPLMF3EU5LMZXKU9TZ3R3WETYMLN5,Rebecca wears her hair in a ponytail but her sisters do not because _ has long hair.,Rebecca wears her hair in a ponytail but her sisters do not because _ have short hair.,_,_,13,13,Rebecca,her sisters,0,8,0,8,long,short,15,has,have,14,14,she,they,_,_
1-3W5PY7V3URLPAVZFX881K251M7JJYT,Erin has to watch everything that she eats unlike her employees because _ is soon expecting a baby.,Erin has to watch everything that she eats unlike her employees because _ are not expecting a baby.,_,_,12,12,Erin,her employees,0,9,0,9,soon,not,14,is,are,13,13,she,they,_,_
1-31HLTCK4BN9YFZE9KR0EGQ9SE8IGVJ,"Jessica injured her foot and her friends injured their arms, so _ walks with a limp.","Jessica injured her foot and her friends injured their arms, so _ walk with perfect balance.",_,_,11,11,Jessica,her friends,0,5,0,5,a limp,perfect balance,14,walks,walk,12,12,she,they,_,_
1-3OB6JN3A9QNRKDU72CHZ00GDZM7RMK,Elena told her assistants to cut the circuits to the bomb before it explodes because _ was occupied by fighting.,Elena told her assistants to cut the circuits to the bomb before it explodes because _ were closer to it.,_,_,15,15,Elena,her assistants,0,2,0,2,occupied by fighting,closer to it,17,was,were,16,16,she,they,_,_
1-301KG0KX9EZ3I4BIGNYLZLOHUUO2HI,The bottles spent the whole day to get cold in the refrigerator because the _ are big.,The bottles spent the whole day to get cold in the refrigerator because the _ is small.,_,_,14,14,bottles,refrigerator,1,11,1,11,big,small,16,are,is,15,15,they,it,the _,the _
1-3OPLMF3EU5LMZXKU9TZ3R3WET0XLNK,Victoria likes to keep their front door locked shut but her colleagues do not because _ lives in a dangerous neighbourhood.,Victoria likes to keep their front door locked shut but her colleagues do not because _ live in a safe neighbourhood.,_,_,15,15,Victoria,her colleagues,0,10,0,10,dangerous,safe,19,lives,live,16,16,she,they,_,_
1-3THR0FZ95PR4HIK6A8ZG6SWJJDILOL,Craig has to read a lot more contracts than his friends because _ works at a law firm.,Craig has to read a lot more contracts than his friends because _ work at a sports gym.,_,_,12,12,Craig,his friends,0,9,0,9,law firm,sports gym,16,works,work,13,13,he,they,_,_
1-3MDWE879UH0PXMUOH6R4VZ5PHZQ9BF,I like using sea salt cubes instead of a table salt shaker as the _ have chunkier crystals.,I like using sea salt cubes instead of a table salt shaker as the _ has finer crystals.,_,_,14,14,sea salt cubes,table salt shaker,3,9,3,9,chunkier,finer,16,have,has,15,15,they,it,the _,the _
1-37AQKJ12TZ2N7CWQZWZ6ER0V51VTTA,Lindsey's breath blew the dusts off the wall and they got into Brian's eye. The _ is strong.,Lindsey's breath blew the dusts off the wall and they got into Brian's eye. The _ are light.,_,_,15,15,breath,dusts,1,4,1,4,strong,light,17,is,are,16,16,It,They,The _,The _
1-39TX062QX1MAVN895TICTJTVVVW3XU,Leslie loves cooking and eating jackfruit tacos more than her roommates because _ is a very committed vegetarian.,Leslie loves cooking and eating jackfruit tacos more than her roommates because _ are carnivorous.,_,_,12,12,Leslie,her roommates,0,9,0,9,a very committed vegetarian,carnivorous,14,is,are,13,13,she,they,_,_
1-39TX062QX32PPC7GPRUCLHH4PV53XI,The red candles burnt very fast under the flame because the _ were very short.,The red candles burnt very fast under the flame because the _ was very high.,_,_,11,11,candles,flame,2,8,2,8,short,high,14,were,was,12,12,they,it,the _,the _
1-3WRAAIUSBLDP9X61Y69M8PVAWI7AXM,James was able to get more slices from the cake than expected. The _ were small.,James was able to get more slices from the cake than expected. The _ was big.,_,_,13,13,slices,cake,6,9,6,9,small,big,15,were,was,14,14,They,It,The _,The _
1-36D1BWBEHPFPAICT7KEYRQWEDQVM27,The bike got broken when James rode it with loads on it. The _ was light.,The bike got broken when James rode it with loads on it. The _ were heavy.,_,_,13,13,bike,loads,1,9,1,9,light,heavy,15,was,were,14,14,It,They,The _,The _
1-3ZXNP4Z39RJXWCS7TMIEV6AOTK1L7G,Katrina uses a cleansing product every day to make her skin clean but her friends do not; _ is hygienic.,Katrina uses a cleansing product every day to make her skin clean but her friends do not; _ are scruffy.,_,_,17,17,Katrina,her friends,0,13,0,13,hygienic,scruffy,19,is,are,18,18,she,they,_,_
1-3PA41K45VN2NNX75LEBLCNJ8YW87PA,"Ryan has many tattoos on his body, while his roommates have none because _ is a hipster.","Ryan has many tattoos on his body, while his roommates have none because _ are scared of needles.",_,_,13,13,Ryan,his roommates,0,8,0,8,a hipster,scared of needles,15,is,are,14,14,he,they,_,_
1-34OWYT6U3YVEEJ717EVL9KXB1RZ9IR,The dog was crying with the goggles hurting its face because the _ are small.,The dog was crying with the goggles hurting its face because the _ is big.,_,_,12,12,goggles,face,6,9,6,9,small,big,14,are,is,13,13,they,it,the _,the _
1-3IVKZBIBJ2NWN3SGA2DRQ31MT28SHR,My friend wants to see the new romance movie but I want to see the action movies because the _ has bad reviews.,My friend wants to see the new romance movie but I want to see the action movies because the _ have good reviews.,_,_,19,19,romance movie,action movies,7,15,7,15,bad,good,21,has,have,20,20,it,they,the _,the _
1-306996CF6WI78HRTDTCBGTN6E6TB1W,Amy and Jane bought a new storage bin from Monica at the hardware store because _ are homeowners.,Amy and Jane bought a new storage bin from Monica at the hardware store because _ is a store owner.,_,_,15,15,Amy and Jane,Monica,0,9,0,9,homeowners,a store owner,17,are,is,16,16,they,she,_,_
1-3T2EL38U0OYHWDDIN268YPAFZ00QXF,Jane knew she would need more bananas to feed the children unlike the pineapple that would have been enough. The _ were small.,Jane knew she would need more bananas to feed the children unlike the pineapple that would have been enough. The _ was big.,_,_,20,20,bananas,pineapple,6,13,6,13,small,big,22,were,was,21,21,They,It,The _,The _
1-3DZKABX2ZKJLYNY4I54VQZOCEWHCVO,The pan does not get hot fast enough when placed over the flames because the _ is too high.,The pan does not get hot fast enough when placed over the flames because the _ are too low.,_,_,15,15,pan,flames,1,12,1,12,high,low,18,is,are,16,16,it,they,the _,the _
1-31SIZS5W59DI5SSZU5OGH90I48ERQI,"SEO is work that Natalie sometimes performs, but her colleagues never have, so _ is likely better with technology.","SEO is work that Natalie sometimes performs, but her colleagues never have, so _ are likely inferior with technology.",_,_,13,13,Natalie,her colleagues,4,8,4,8,better,inferior,16,is,are,14,14,she,they,_,_
1-3K3IX1W4S6P56Z53SHN5MELY4M0APV,The rod is better than the pipes for fitting in tight spaces because the _ is thinner.,The rod is better than the pipes for fitting in tight spaces because the _ are thicker.,_,_,14,14,rod,pipes,1,6,1,6,thinner,thicker,16,is,are,15,15,it,they,the _,the _
1-3D5G8J4N5CI2K40F4RZLF9OG2CKVTH,"Kyle doesn't wear leg warmers to bed, while his friends almost always do; _ is in a much warmer climate.","Kyle doesn't wear leg warmers to bed, while his friends almost always do; _ are in a colder climate.",_,_,13,13,Kyle,his friends,0,8,0,8,much warmer,colder,17,is,are,14,14,he,they,_,_
1-3XU80RHWH1UJ962A5UXQYBCCAAG44T,The goal was to let Erin win and not her friends so that _ learns to have confidence.,The goal was to let Erin win and not her friends so that _ learn to be humble.,_,_,13,13,Erin,her friends,5,9,5,9,have confidence,be humble,16,learns,learn,14,14,she,they,_,_
1-3RIHDBQ1NGCTP8FBQ5H5EU2F0FSHM7,"In his lifetime, Brian will likely suffer from carpal tunnel, but his friends will not, so _ is more likely to work in an office.","In his lifetime, Brian will likely suffer from carpal tunnel, but his friends will not, so _ are less likely to work in an office.",_,_,16,16,Brian,his friends,3,11,3,11,more,less,18,is,are,17,17,he,they,_,_
1-3KQC8JMJGE6S3M71KNCQIVT908NH37,She was never able to use the lash curler on her lashes because the _ was too large.,She was never able to use the lash curler on her lashes because the _ were too thin.,_,_,14,14,curler,lashes,8,11,8,11,large,thin,17,was,were,15,15,it,they,the _,the _
1-3FBEFUUYRMJCQIM5XJ0W8CIQYEG6AV,"Mike and friends practiced basketball out in the field instead of gyms during rain, even though the _ was wet.","Mike and friends practiced basketball out in the field instead of gyms during rain, even though the _ were dry.",_,_,17,17,field,gyms,8,11,8,11,wet,dry,19,was,were,18,18,it,they,the _,the _
1-3GVPRXWRPJ8A00J8SHX1VO6453C7IF,"Donald is interested in girls, while his brothers are attracted to boys, which means _ is straight.","Donald is interested in girls, while his brothers are attracted to boys, which means _ are gay.",_,_,14,14,Donald,his brothers,0,6,0,6,straight,gay,16,is,are,15,15,he,they,_,_
1-3O71U79SRD3IFHTR1ZT4I89IBLESM2,John cannot use the rake to clear the debris and they pass through the holes between the prong. The _ is tiny.,John cannot use the rake to clear the debris and they pass through the holes between the prong. The _ are wide.,_,_,19,19,debris,holes,8,14,8,14,tiny,wide,21,is,are,20,20,It,They,The _,The _
1-3RBI0I35XE1ZVSYJAP4ECX042I5Y3D,Neil requested that his siblings change the water in his fish tank in his room because _ was at school.,Neil requested that his siblings change the water in his fish tank in his room because _ were at home.,_,_,16,16,Neil,his siblings,0,3,0,3,school,home,19,was,were,17,17,he,they,_,_
1-30Z7M1Q8U0YZUW5TQYXUSQEH5EZ8AN,The case kept opening by itself because of the boxes kept in it because the _ was too small.,The case kept opening by itself because of the boxes kept in it because the _ were too large.,_,_,15,15,case,boxes,1,9,1,9,small,large,18,was,were,16,16,it,they,the _,the _
1-38Z7YZ2SB5GK6IONOG67VFN0CNPIQ1,John cared for the pots while they were being transported in the box but they eventually got broken. The _ were fragile.,John cared for the pots while they were being transported in the box but they eventually got broken. The _ was hard.,_,_,19,19,pots,box,4,12,4,12,fragile,hard,21,were,was,20,20,They,It,The _,The _
1-388CL5C1RL19JQXQQTGQEHNR14ULHS,Jeffrey's finger could not enter his nostrils when they itched because the _ is very big.,Jeffrey's finger could not enter his nostrils when they itched because the _ are very small.,_,_,12,12,finger,nostrils,1,6,1,6,big,small,15,is,are,13,13,it,they,the _,the _
1-3SMIWMMK63JUZ6F9U6UR67TXUPZWU9,Kayla fit into a size six shoe while her friends did not because _ has small feet.,Kayla fit into a size six shoe while her friends did not because _ have large feet.,_,_,13,13,Kayla,her friends,0,8,0,8,small,large,15,has,have,14,14,she,they,_,_
1-3FW4EL5A3N2Z3E80X2VECHIG6LM223,"Jane could not hold her hair with the band without breaking it, so she used the ribbons because the _ is small.","Jane could not hold her hair with the band without breaking it, so she used the ribbons because the _ are big.",_,_,19,19,band,ribbons,8,16,8,16,small,big,21,is,are,20,20,it,they,the _,the _
1-3RDTX9JRTYZ2VARY4PFOQXJTYBP79L,Carrie had to bring an astringent face wash to the sleepover because her friends didn't have any; _ has lots of pimples.,Carrie had to bring an astringent face wash to the sleepover because her friends didn't have any; _ have a clear complexion.,_,_,17,17,Carrie,her friends,0,12,0,12,lots of pimples,a clear complexion,19,has,have,18,18,she,they,_,_
1-30F94FBDNRI8H132FCWLMZ616OLTBM,Benjamin accused his roommates of taking the last jar of peanut butter because _ was distrusting.,Benjamin accused his roommates of taking the last jar of peanut butter because _ were so hungry.,_,_,13,13,Benjamin,his roommates,0,2,0,2,distrusting,so hungry,15,was,were,14,14,he,they,_,_
1-32TMVRKDGPCKS7PCHXN3FNSGBR648H,Robert has a much harder time managing the heat than his friends; _ is from Alaska.,Robert has a much harder time managing the heat than his friends; _ are from Hawaii.,_,_,12,12,Robert,his friends,0,10,0,10,Alaska,Hawaii,15,is,are,13,13,he,they,_,_
1-35NNO802AVUK9WCOOQ2QZN4MCW3IN3,For the new job Tanya bought bamboo from her partners at a fair price; _ works in a building construction business.,For the new job Tanya bought bamboo from her partners at a fair price; _ work in a building supply business.,_,_,14,14,Tanya,her partners,4,8,4,8,construction,supply,19,works,work,15,15,she,they,_,_
1-3TD33TP5DNGIWU30TAH4JS4HBATBAA,The rocks thrown on the floor could no longer be found because the _ are tiny.,The rocks thrown on the floor could no longer be found because the _ is wide.,_,_,13,13,rocks,floor,1,5,1,5,tiny,wide,15,are,is,14,14,they,it,the _,the _
1-3D17ECOUOET25MNGY0X5YAPUQEG31X,Hunter is more emotionally fragile than his friends; _ is in an unhealthy relationship.,Hunter is more emotionally fragile than his friends; _ are in a much healthier relationship.,_,_,8,8,Hunter,his friends,0,6,0,6,an unhealthy,a much healthier,11,is,are,9,9,he,they,_,_
1-3TZ0XG8CBUI6VOWHEU7U4XFO4BY893,"Mary is staring off into nowhere, looking right through her friends. _ has a blank look.","Mary is staring off into nowhere, looking right through her friends. _ have a confused look.",_,_,11,11,Mary,her friends,0,9,0,9,blank,confused,14,has,have,12,12,She,They,_,_
1-33W1NHWFYJZJTO5P5OOO0F1DSDWTZ5,Natalie wants to succeed in life while her siblings just don't care as much; _ has many goals in life.,Natalie wants to succeed in life while her siblings just don't care as much; _ have little goals in life.,_,_,14,14,Natalie,her siblings,0,7,0,7,many,little,16,has,have,15,15,she,they,_,_
1-3E24UO25QZOMYXHZN4TEH9EMTD26OX,Victoria likes to communicate with friends via their computer whereas her friends like to communicate face to face because _ is shy.,Victoria likes to communicate with friends via their computer whereas her friends like to communicate face to face because _ are outgoing.,_,_,19,19,Victoria,her friends,0,10,0,10,shy,outgoing,21,is,are,20,20,she,they,_,_
1-391JB9X4Z0MKRYGJWQK2RMI8TUUMKD,James finished the books during his flight home and he loved them. The _ were short.,James finished the books during his flight home and he loved them. The _ was long.,_,_,13,13,books,flight,3,6,3,6,short,long,15,were,was,14,14,They,It,The _,The _
1-0,"Mark told his friends many lies about himself, which they included in their book. _ has to be more honest.","Mark told his friends many lies about himself, which they included in their book. _ have to be more skeptical.",_,_,14,14,Mark,his friends,0,2,0,2,honest,skeptical,19,has,have,15,15,He,They,_,_
1-2,I poured water from the bottle into the cups until the _ was empty.,I poured water from the bottle into the cups until the _ were full.,_,_,11,11,bottle,cups,5,8,5,8,empty,full,13,was,were,12,12,it,they,the _,the _
1-3,They had to stop Bill from toying with the injured bird. _ are very compassionate.,They had to stop Bill from toying with the injured bird. _ is very cruel.,_,_,11,11,They,Bill,0,4,0,4,compassionate,cruel,14,are,is,12,12,They,He,_,_
1-7,"My friends took French classes from Adam, because _ were eager to speak it fluently.","My friends took French classes from Adam, because _ was known to speak it fluently.",_,_,8,8,My friends,Adam,0,6,0,6,eager,known,10,were,was,9,9,they,he,_,_
1-10,"The journalists interviewed the star of the new movie. The _ were very persistent, so the interview lasted for a long time.","The journalists interviewed the star of the new movie. The _ was very cooperative, so the interview lasted for a long time.",_,_,10,10,journalists,star,1,4,1,4,persistent,cooperative,13,were,was,11,11,They,She,The _,The _
1-11,"In the storm, the trees fell down and crashed through the roof of my house. Now, the _ have to be removed.","In the storm, the trees fell down and crashed through the roof of my house. Now, the _ has to be repaired.",_,_,17,17,trees,roof,4,11,4,11,removed,repaired,21,have,has,18,18,they,it,the _,the _
1-12,"Beth is not angry with her friends even though they cut her off, because _ has stopped and taken deep breath.","Beth is not angry with her friends even though they cut her off, because _ have stopped and apologized right away.",_,_,14,14,Beth,her friends,0,5,0,5,taken deep breath,apologized right away,18,has,have,15,15,she,they,_,_
1-13,"The con artists have succeeded in fooling Sam, so _ have gotten a lot of money.","The con artists have succeeded in fooling Sam, so _ has lost a lot of money.",_,_,9,9,The con artists,Sam,0,7,0,7,gotten,lost,11,have,has,10,10,they,he,_,_
1-14,The fish ate the worms. The _ was starved.,The fish ate the worms. The _ were tasty.,_,_,6,6,fish,worms,1,4,1,4,starved,tasty,8,was,were,7,7,It,They,The _,The _
1-16,Joe paid the detectives because _ has received the final report on the case.,Joe paid the detectives because _ have delivered the final report on the case.,_,_,5,5,Joe,the detectives,0,2,0,2,received,delivered,7,has,have,6,6,he,they,_,_
1-17,"As Andrea in the crop duster passed over her parents, _ was able to spot the landing strip.","As Andrea in the crop duster passed over her parents, _ were able to spot the landing gear.",_,_,10,10,Andrea,her parents,1,8,1,8,strip,gear,17,was,were,11,11,she,they,_,_
1-19,"The cats were lying by the mouse hole waiting for the mouse, but the _ were too impatient.","The cats were lying by the mouse hole waiting for the mouse, but the _ was too cautious.",_,_,14,14,cats,mouse,1,11,1,11,impatient,cautious,17,were,was,15,15,they,it,the _,the _
1-20,Bob collapsed on the sidewalk. Soon he saw people coming to help. _ was very ill.,Bob collapsed on the sidewalk. Soon he saw people coming to help. _ were very concerned.,_,_,12,12,Bob,people,0,8,0,8,ill,concerned,15,was,were,13,13,He,They,_,_
1-21,The neighbors know all about Ann's personal problems because _ are inquisitive.,The neighbors know all about Ann's personal problems because _ is indiscreet.,_,_,9,9,The neighbors,Ann,0,5,0,5,inquisitive,indiscreet,11,are,is,10,10,they,she,_,_
1-24,"They tried to call George on the phone, but _ were not successful.","They tried to call George on the phone, but _ was not available.",_,_,9,9,They,George,0,4,0,4,successful,available,12,were,was,10,10,they,he,_,_
1-25,The tables won't fit through the doorway because the _ are too wide.,The tables won't fit through the doorway because the _ is too narrow.,_,_,9,9,tables,doorway,1,6,1,6,wide,narrow,12,are,is,10,10,they,it,the _,the _
1-27,Emma gives her children a lift to school so _ doesn't have to drive alone.,Emma gives her children a lift to school so _ don't have to walk alone.,_,_,9,9,Emma,her children,0,2,0,2,drive,walk,13,doesn't,don't,10,10,she,they,_,_
1-28,Ann is asking her roommates what time the library closes because _ has bad memory.,Ann is asking her roommates what time the library closes because _ have the schedule.,_,_,11,11,Ann,her roommates,0,3,0,3,bad memory,the schedule,13,has,have,12,12,she,they,_,_
1-32,Jade throws her schoolbag down to her sisters after _ reaches the top of the stairs.,Jade throws her schoolbag down to her sisters after _ reach the bottom of the stairs.,_,_,9,9,Jade,her sisters,0,6,0,6,top,bottom,12,reaches,reach,10,10,she,they,_,_
1-36,"George got free tickets to the play, but he gave them to his parents because _ was not eager to see it.","George got free tickets to the play, but he gave them to his parents because _ were particularly eager to see it.",_,_,15,15,George,his parents,0,12,0,12,not,particularly,17,was,were,16,16,he,they,_,_
1-38,The sculptures rolled off the shelf because the _ weren't anchored.,The sculptures rolled off the shelf because the _ wasn't level.,_,_,8,8,sculptures,shelf,1,5,1,5,anchored,level,10,weren't,wasn't,9,9,they,it,the _,the _
1-39,"The sack of potatoes is placed above the bags of flour, so the _ has to be moved first.","The sack of potatoes is placed above the bags of flour, so the _ have to be moved last.",_,_,13,13,sack,bags,1,8,1,8,first,last,18,has,have,14,14,it,they,the _,the _
1-43,"Alice is looking for her friends in the crowd. Since _ has amazingly good luck, Alice will spot them quickly.","Alice is looking for her friends in the crowd. Since _ have unique hairstyles, Alice will spot them quickly.",_,_,10,10,Alice,her friends,0,4,0,4,amazingly good luck,unique hairstyles,12,has,have,11,11,she,they,_,_
1-44,"Alice had very warm down coats, but _ was not prepared for the cold in Alaska.","Alice had very warm down coats, but _ were not enough for the cold in Alaska.",_,_,7,7,Alice,coats,0,5,0,5,prepared,enough,10,was,were,8,8,she,they,_,_
1-46,Ellie follows her sisters' examples in everything. _ has admired them hugely.,Ellie follows her sisters' examples in everything. _ have influenced her hugely.,_,_,7,7,Ellie,her sisters,0,2,0,2,admired them,influenced her,9,has,have,8,8,She,They,_,_
1-48,"The dogs chased the cat, which ran up a tree. The _ are waiting at the bottom.","The dogs chased the cat, which ran up a tree. The _ is waiting at the top.",_,_,11,11,dogs,cat,1,4,1,4,bottom,top,16,are,is,12,12,They,It,The _,The _
1-50,"Ava was greatly influenced by the authors of the book, though _ was from two centuries later.","Ava was greatly influenced by the authors of the book, though _ were from two centuries earlier.",_,_,11,11,Ava,the authors,0,5,0,5,later,earlier,16,was,were,12,12,she,they,_,_
1-53,The large balls crashed right through the table because the _ were made of steel.,The large balls crashed right through the table because the _ was made of glass.,_,_,10,10,balls,table,2,7,2,7,steel,glass,14,were,was,11,11,they,it,the _,the _
1-54,"The paths to the lake were blocked, so the _ were of no use.","The paths to the lake were blocked, so the _ was out of reach.",_,_,9,9,paths,lake,1,4,1,4,of no use,out of reach,11,were,was,10,10,they,it,the _,the _
1-55,Joan gave candies to her brothers because _ was not hungry.,Joan gave candies to her brothers because _ were very hungry.,_,_,7,7,Joan,her brothers,0,4,0,4,not,very,9,was,were,8,8,she,they,_,_
1-59,"Bob paid for his children's college education, but now they act as though it never happened. _ is hurt and upset.","Bob paid for his children's college education, but now they act as though it never happened. _ are ungracious.",_,_,16,16,Bob,his children,0,3,0,3,hurt and upset,ungracious,18,is,are,17,17,He,They,_,_
1-61,"Fred is the only man alive who still remembers the twins as infants. When Fred first saw them, _ was twelve years old.","Fred is the only man alive who still remembers the twins as infants. When Fred first saw them, _ were twelve months old.",_,_,18,18,Fred,the twins,0,9,0,9,years,months,21,was,were,19,19,he,they,_,_
