pair_id,sent_1,sent_2,pron_1,pron_2,pron_word_id_1,pron_word_id_2,option_1,option_2,option_1_word_id_1,option_2_word_id_1,option_1_word_id_2,option_2_word_id_2,context_1,context_2,context_word_id,verb_1,verb_2,verb_word_id_1,verb_word_id_2
3-3QGTX7BCHRGH8MUZ4S6QXZVZB8HZ5M,"He prefers to take a cold shower over a hot bath in the morning, because the _ makes him feel tired.","He prefers to take a cold shower over a hot bath in the morning, because the _ makes him feel sleepy.",_,_,16,16,hot bath,cold shower,9,5,9,5,tired,sleepy,20,makes,makes,17,17
3-3D3B8GE89456V5U5K9L5IHYNN3DP9Y,The hospital in the city is better equipped but not as friendly as the office in the small town because the _ is more likely to hire people that are very familiar.,The hospital in the city is better equipped but not as friendly as the office in the small town because the _ is more likely to hire people that are more familiar.,_,_,21,21,office,hospital,14,1,14,1,very,more,30,is,is,22,22
3-3X2LT8FDHYWW198WR3TMAFB8XX28WY,Jane realized the pin did not go through the jean because the _ was tough.,Jane realized the pin did not go through the jean because the _ was strong.,_,_,12,12,jean,pin,9,3,9,3,tough,strong,14,was,was,13,13
3-3BJKPTD2QCAVX8KRB9IBMEB5TRYTRC,"I used vinegar for a stain on the carpet today, but now my room smells terrible since the _ is too slim.","I used vinegar for a stain on the carpet today, but now my room smells terrible since the _ is too thin.",_,_,18,18,carpet,vinegar,8,2,8,2,slim,thin,21,is,is,19,19
3-3OREP8RUT294CWHWVCXENGRCLFYBGR,Logan was so sore after the long hike but Derrick felt just fine; _ is energetic most of the time.,Logan was so sore after the long hike but Derrick felt just fine; _ is active most of the time.,_,_,13,13,Derrick,Logan,9,0,9,0,energetic,active,15,is,is,14,14
3-3ROUCZ907H8RHSMA7YR8Q7OM9WQOOG,"The pen could easily be hidden in between the crack of the box. Yes, the _ is that broad.","The pen could easily be hidden in between the crack of the box. Yes, the _ is that wide.",_,_,15,15,crack,pen,9,1,9,1,broad,wide,18,is,is,16,16
3-3Z8UJEJOC1RZOGPIMBOY5EVLHVF393,James can clearly see the bottom of the swimming pool which is unlike his water tank beside it. The _ is filthy.,James can clearly see the bottom of the swimming pool which is unlike his water tank beside it. The _ is dirty.,_,_,19,19,tank,pool,15,9,15,9,filthy,dirty,21,is,is,20,20
3-32TMVRKDGPCKS7PCHXN3FNSHCWC844,"The jewelry Kayla wore made quite an impression on Rachel because, usually, _ is extra stylish.","The jewelry Kayla wore made quite an impression on Rachel because, usually, _ is more stylish.",_,_,12,12,Rachel,Kayla,9,2,9,2,extra,more,14,is,is,13,13
3-3M7OI89LVYMLP8KWXZKNM9K59J7C63,He thinks the sculpture he bought is so much better as art than the painting I bought just because the _ was inexpensive.,He thinks the sculpture he bought is so much better as art than the painting I bought just because the _ was cheap.,_,_,20,20,painting,sculpture,14,3,14,3,inexpensive,cheap,22,was,was,21,21
3-36U4VBVNQQRPRAYNVCKLJ8LF0ZOURI,Callie went on a liquid diet through a tube but was in pain because the _ is aching.,Callie went on a liquid diet through a tube but was in pain because the _ is painful.,_,_,15,15,tube,diet,8,5,8,5,aching,painful,17,is,is,16,16
3-3NI0WFPPIBUGP5ON5H33J66DQTH60K,The boat started to sink when James added more luggage into it. The _ was massive.,The boat started to sink when James added more luggage into it. The _ was heavy.,_,_,13,13,luggage,boat,9,1,9,1,massive,heavy,15,was,was,14,14
3-3L7SUC0TTW8IE89FSXAK823YENM0MY,Jim's bag was roughed after washing it with a brush because the _ was too firm.,Jim's bag was roughed after washing it with a brush because the _ was too hard.,_,_,12,12,brush,bag,9,1,9,1,firm,hard,15,was,was,13,13
3-39N6W9XWRDL0P4A754BYVRPD17SYG2,Fishing is a hobby that suits Sarah more than Lindsey because _ is sympathetic to all animals.,Fishing is a hobby that suits Sarah more than Lindsey because _ is an animal rights activist.,_,_,11,11,Lindsey,Sarah,9,6,9,6,sympathetic to all animals,an animal rights activist,13,is,is,12,12
3-3CZH926SIES118Z3U0937XO2MSRE49,James needed a bigger box to collect the silver coin he exchanged for the gold bar because the _ was tiny.,James needed a bigger box to collect the silver coin he exchanged for the gold bar because the _ was smaller.,_,_,18,18,gold bar,silver coin,14,8,14,8,tiny,smaller,20,was,was,19,19
3-3FDWKV9VCN0J05MO66C45B3X13PUM0,The hard mattress on the bed was comfortable for Randy but not Michael because _ happens to prefer flexible support.,The hard mattress on the bed was comfortable for Randy but not Michael because _ happens to prefer soft support.,_,_,14,14,Michael,Randy,12,9,12,9,flexible,soft,18,happens,happens,15,15
3-33BFF6QPI3PA0C2QFMYQJY3XGAMW33,James cannot put his signature in between the box provided because the _ is tight.,James cannot put his signature in between the box provided because the _ is narrow.,_,_,12,12,box,signature,8,4,8,4,tight,narrow,14,is,is,13,13
3-341H3G5YF2SIDF8Y7M0EG4Z7TSGZ0S,Natalie was hired to install a new wall for Monica because _ is the boss.,Natalie was hired to install a new wall for Monica because _ is the employer.,_,_,11,11,Monica,Natalie,9,0,9,0,boss,employer,14,is,is,12,12
3-3OPLMF3EU5LMZXKU9TZ3R3WETYMLN5,Rebecca wears her hair in a ponytail but Victoria does not because _ has pixie hair.,Rebecca wears her hair in a ponytail but Victoria does not because _ has short hair.,_,_,12,12,Victoria,Rebecca,8,0,8,0,pixie,short,14,has,has,13,13
3-3W5PY7V3URLPAVZFX881K251M7JJYT,Erin has to watch everything that she eats unlike Cynthia because _ is never expecting a baby.,Erin has to watch everything that she eats unlike Cynthia because _ is not expecting a baby.,_,_,11,11,Cynthia,Erin,9,0,9,0,never,not,13,is,is,12,12
3-31HLTCK4BN9YFZE9KR0EGQ9SE8IGVJ,"Jessica injured her foot and Samantha injured her arm, so _ walks with little difficulty.","Jessica injured her foot and Samantha injured her arm, so _ walks with perfect balance.",_,_,10,10,Samantha,Jessica,5,0,5,0,little difficulty,perfect balance,13,walks,walks,11,11
3-3OB6JN3A9QNRKDU72CHZ00GDZM7RMK,Elena told Katrina to cut the circuits to the bomb before it explodes because _ was near the bomb.,Elena told Katrina to cut the circuits to the bomb before it explodes because _ was closer to it.,_,_,14,14,Katrina,Elena,2,0,2,0,near the bomb,closer to it,16,was,was,15,15
3-301KG0KX9EZ3I4BIGNYLZLOHUUO2HI,The bottle spent the whole day to get cold in the refrigerator because the _ is tiny.,The bottle spent the whole day to get cold in the refrigerator because the _ is small.,_,_,14,14,refrigerator,bottle,11,1,11,1,tiny,small,16,is,is,15,15
3-3OPLMF3EU5LMZXKU9TZ3R3WET0XLNK,Victoria likes to keep their front door locked shut but Lindsey does not because _ lives in a secure neighbourhood.,Victoria likes to keep their front door locked shut but Lindsey does not because _ lives in a safe neighbourhood.,_,_,14,14,Lindsey,Victoria,10,0,10,0,secure,safe,18,lives,lives,15,15
3-3THR0FZ95PR4HIK6A8ZG6SWJJDILOL,Craig has to read a lot more contracts than Christopher because _ works at a fitness center.,Craig has to read a lot more contracts than Christopher because _ works at a sports gym.,_,_,11,11,Christopher,Craig,9,0,9,0,fitness center,sports gym,15,works,works,12,12
3-3MDWE879UH0PXMUOH6R4VZ5PHZQ9BF,I like using a sea salt cube instead of a table salt shaker as the _ has smoother crystals.,I like using a sea salt cube instead of a table salt shaker as the _ has finer crystals.,_,_,15,15,table salt shaker,sea salt cube,10,4,10,4,smoother,finer,17,has,has,16,16
3-37AQKJ12TZ2N7CWQZWZ6ER0V51VTTA,Lindsey's breath blew the dust off the wall and it got into Brian's eye. The _ is lightweight.,Lindsey's breath blew the dust off the wall and it got into Brian's eye. The _ is light.,_,_,15,15,dust,breath,4,1,4,1,lightweight,light,17,is,is,16,16
3-39TX062QX1MAVN895TICTJTVVVW3XU,Leslie loves cooking and eating jackfruit tacos more than Kenneth because _ is a meat-eater.,Leslie loves cooking and eating jackfruit tacos more than Kenneth because _ is carnivorous.,_,_,11,11,Kenneth,Leslie,9,0,9,0,a meat-eater,carnivorous,13,is,is,12,12
3-39TX062QX32PPC7GPRUCLHH4PV53XI,The red candle burnt very fast under the flame because the _ was very large.,The red candle burnt very fast under the flame because the _ was very high.,_,_,11,11,flame,candle,8,2,8,2,large,high,14,was,was,12,12
3-3WRAAIUSBLDP9X61Y69M8PVAWI7AXM,James was able to get more slices from the cakes than expected. The _ were huge.,James was able to get more slices from the cakes than expected. The _ were big.,_,_,13,13,cakes,slices,9,6,9,6,huge,big,15,were,were,14,14
3-36D1BWBEHPFPAICT7KEYRQWEDQVM27,The bike got broken when James rode it with a load on it. The _ was massive.,The bike got broken when James rode it with a load on it. The _ was heavy.,_,_,14,14,load,bike,10,1,10,1,massive,heavy,16,was,was,15,15
3-3ZXNP4Z39RJXWCS7TMIEV6AOTK1L7G,Katrina uses a cleansing product every day to make her skin clean but Sarah does not; _ is probably less sanitary.,Katrina uses a cleansing product every day to make her skin clean but Sarah does not; _ is scruffy.,_,_,16,16,Sarah,Katrina,13,0,13,0,probably less sanitary,scruffy,18,is,is,17,17
3-3PA41K45VN2NNX75LEBLCNJ8YW87PA,"Ryan has many tattoos on his body, while Aaron has none because _ is a child actor.","Ryan has many tattoos on his body, while Aaron has none because _ is scared of needles.",_,_,12,12,Aaron,Ryan,8,0,8,0,a child actor,scared of needles,14,is,is,13,13
3-34OWYT6U3YVEEJ717EVL9KXB1RZ9IR,The dog was crying with the collar hurting its neck because the _ is large.,The dog was crying with the collar hurting its neck because the _ is big.,_,_,12,12,neck,collar,9,6,9,6,large,big,14,is,is,13,13
3-3IVKZBIBJ2NWN3SGA2DRQ31MT28SHR,My friend wants to see the new romance movie but I want to see the action movie because the _ has great reviews.,My friend wants to see the new romance movie but I want to see the action movie because the _ has good reviews.,_,_,19,19,action movie,romance movie,15,7,15,7,great,good,21,has,has,20,20
3-306996CF6WI78HRTDTCBGTN6E6TB1W,Amy bought a new storage bin from Monica at the hardware store because _ is a store staff.,Amy bought a new storage bin from Monica at the hardware store because _ is a store owner.,_,_,13,13,Monica,Amy,7,0,7,0,store staff,store owner,16,is,is,14,14
3-3T2EL38U0OYHWDDIN268YPAFZ00QXF,Jane knew she would need more banana to feed the children unlike the pineapple that would have been enough. The _ was huge.,Jane knew she would need more banana to feed the children unlike the pineapple that would have been enough. The _ was big.,_,_,20,20,pineapple,banana,13,6,13,6,huge,big,22,was,was,21,21
3-3DZKABX2ZKJLYNY4I54VQZOCEWHCVO,The pan does not get hot fast enough when placed over the flame because the _ is too little.,The pan does not get hot fast enough when placed over the flame because the _ is too low.,_,_,15,15,flame,pan,12,1,12,1,little,low,18,is,is,16,16
3-31SIZS5W59DI5SSZU5OGH90I48ERQI,"SEO is work that Natalie sometimes performs, but Patricia never has, so _ is likely inexperienced with technology.","SEO is work that Natalie sometimes performs, but Patricia never has, so _ is likely inferior with technology.",_,_,12,12,Patricia,Natalie,8,4,8,4,inexperienced,inferior,15,is,is,13,13
3-3K3IX1W4S6P56Z53SHN5MELY4M0APV,The rod is better than the pipe for fitting in tight spaces because the _ is wider.,The rod is better than the pipe for fitting in tight spaces because the _ is thicker.,_,_,14,14,pipe,rod,6,1,6,1,wider,thicker,16,is,is,15,15
3-3D5G8J4N5CI2K40F4RZLF9OG2CKVTH,"Kyle doesn't wear leg warmers to bed, while Logan almost always does; _ is in a much cooler climate.","Kyle doesn't wear leg warmers to bed, while Logan almost always does; _ is in a colder climate.",_,_,12,12,Logan,Kyle,8,0,8,0,much cooler,colder,16,is,is,13,13
3-3XU80RHWH1UJ962A5UXQYBCCAAG44T,The goal was to let Erin win and not Katrina so that _ learns to remain modest.,The goal was to let Erin win and not Katrina so that _ learns to be humble.,_,_,12,12,Katrina,Erin,9,5,9,5,remain modest,be humble,15,learns,learns,13,13
3-3RIHDBQ1NGCTP8FBQ5H5EU2F0FSHM7,"In his lifetime, Brian will likely suffer from carpal tunnel, but Michael will not, so _ is not likely to work in an office.","In his lifetime, Brian will likely suffer from carpal tunnel, but Michael will not, so _ is less likely to work in an office.",_,_,15,15,Michael,Brian,11,3,11,3,not,less,17,is,is,16,16
3-3KQC8JMJGE6S3M71KNCQIVT908NH37,She was never able to use the lash curlers on her lashes because the _ were too fine.,She was never able to use the lash curlers on her lashes because the _ were too thin.,_,_,14,14,lashes,curlers,11,8,11,8,fine,thin,17,were,were,15,15
3-3FBEFUUYRMJCQIM5XJ0W8CIQYEG6AV,"Mike and friends practiced basketball out in the field instead of gym during rain, even though the _ was clean.","Mike and friends practiced basketball out in the field instead of gym during rain, even though the _ was dry.",_,_,17,17,gym,field,11,8,11,8,clean,dry,19,was,was,18,18
3-3GVPRXWRPJ8A00J8SHX1VO6453C7IF,"Donald is interested in girls, while Nick is attracted to boys, which means _ is homosexual.","Donald is interested in girls, while Nick is attracted to boys, which means _ is gay.",_,_,13,13,Nick,Donald,6,0,6,0,homosexual,gay,15,is,is,14,14
3-3O71U79SRD3IFHTR1ZT4I89IBLESM2,John cannot use the rake to clear the debris and they pass through the holes between the prong. The _ are broad.,John cannot use the rake to clear the debris and they pass through the holes between the prong. The _ are wide.,_,_,19,19,holes,debris,14,8,14,8,broad,wide,21,are,are,20,20
3-3RBI0I35XE1ZVSYJAP4ECX042I5Y3D,Neil requested that Christopher change the water in his fish tank in his room because _ was right there.,Neil requested that Christopher change the water in his fish tank in his room because _ was at home.,_,_,15,15,Christopher,Neil,3,0,3,0,right there,at home,17,was,was,16,16
3-30Z7M1Q8U0YZUW5TQYXUSQEH5EZ8AN,The case kept opening by itself because of the box kept in it because the _ was too big.,The case kept opening by itself because of the box kept in it because the _ was too large.,_,_,15,15,box,case,9,1,9,1,big,large,18,was,was,16,16
3-38Z7YZ2SB5GK6IONOG67VFN0CNPIQ1,John cared for the pot while it was being transported in the box but it eventually got broken. The _ was rigid.,John cared for the pot while it was being transported in the box but it eventually got broken. The _ was hard.,_,_,19,19,box,pot,12,4,12,4,rigid,hard,21,was,was,20,20
3-388CL5C1RL19JQXQQTGQEHNR14ULHS,Jeffrey's finger could not enter his nose when it itched because the _ is very tiny.,Jeffrey's finger could not enter his nose when it itched because the _ is very small.,_,_,12,12,nose,finger,6,1,6,1,tiny,small,15,is,is,13,13
3-3SMIWMMK63JUZ6F9U6UR67TXUPZWU9,Kayla fit into a size six shoe while Tanya did not because _ has big feet.,Kayla fit into a size six shoe while Tanya did not because _ has large feet.,_,_,12,12,Tanya,Kayla,8,0,8,0,big,large,14,has,has,13,13
3-3FW4EL5A3N2Z3E80X2VECHIG6LM223,"Jane could not hold her hair with the band without breaking it, so she used the ribbon because the _ is large.","Jane could not hold her hair with the band without breaking it, so she used the ribbon because the _ is big.",_,_,19,19,ribbon,band,16,8,16,8,large,big,21,is,is,20,20
3-3RDTX9JRTYZ2VARY4PFOQXJTYBP79L,Carrie had to bring an astringent face wash to the sleepover because Monica didn't have any; _ has a very clear skin.,Carrie had to bring an astringent face wash to the sleepover because Monica didn't have any; _ has a clear complexion.,_,_,16,16,Monica,Carrie,12,0,12,0,a very clear skin,a clear complexion,18,has,has,17,17
3-30F94FBDNRI8H132FCWLMZ616OLTBM,Benjamin accused Adam of taking the last jar of peanut butter because _ was starved.,Benjamin accused Adam of taking the last jar of peanut butter because _ was so hungry.,_,_,12,12,Adam,Benjamin,2,0,2,0,starved,so hungry,14,was,was,13,13
3-32TMVRKDGPCKS7PCHXN3FNSGBR648H,Robert has a much harder time managing the heat than Samuel; _ is from Mexico.,Robert has a much harder time managing the heat than Samuel; _ is from Hawaii.,_,_,11,11,Samuel,Robert,10,0,10,0,Mexico,Hawaii,14,is,is,12,12
3-35NNO802AVUK9WCOOQ2QZN4MCW3IN3,For the new job Tanya bought bamboo from Patricia at a fair price; _ works in a building material business.,For the new job Tanya bought bamboo from Patricia at a fair price; _ works in a building supply business.,_,_,13,13,Patricia,Tanya,8,4,8,4,material,supply,18,works,works,14,14
3-3TD33TP5DNGIWU30TAH4JS4HBATBAA,The rock thrown on the floor could no longer be found because the _ is broad.,The rock thrown on the floor could no longer be found because the _ is wide.,_,_,13,13,floor,rock,5,1,5,1,broad,wide,15,is,is,14,14
3-3D17ECOUOET25MNGY0X5YAPUQEG31X,Hunter is more emotionally fragile than Adam; _ is in a more wholesome relationship.,Hunter is more emotionally fragile than Adam; _ is in a much healthier relationship.,_,_,7,7,Adam,Hunter,6,0,6,0,a more wholesome,a much healthier,10,is,is,8,8
3-3TZ0XG8CBUI6VOWHEU7U4XFO4BY893,"Mary is staring off into nowhere, looking right through Carrie. _ has a puzzled look.","Mary is staring off into nowhere, looking right through Carrie. _ has a confused look.",_,_,10,10,Carrie,Mary,9,0,9,0,puzzled,confused,13,has,has,11,11
3-33W1NHWFYJZJTO5P5OOO0F1DSDWTZ5,Natalie wants to succeed in life while Kayla just doesn't care as much; _ has fewer goals in life.,Natalie wants to succeed in life while Kayla just doesn't care as much; _ has little goals in life.,_,_,13,13,Kayla,Natalie,7,0,7,0,fewer,little,15,has,has,14,14
3-3E24UO25QZOMYXHZN4TEH9EMTD26OX,Victoria likes to communicate with friends via their computer whereas Cynthia likes to communicate face to face because _ is social.,Victoria likes to communicate with friends via their computer whereas Cynthia likes to communicate face to face because _ is outgoing.,_,_,18,18,Cynthia,Victoria,10,0,10,0,social,outgoing,20,is,is,19,19
3-391JB9X4Z0MKRYGJWQK2RMI8TUUMKD,James finished the book during his flight home and he loved it. The _ was lengthy.,James finished the book during his flight home and he loved it. The _ was long.,_,_,13,13,flight,book,6,3,6,3,lengthy,long,15,was,was,14,14
3-0,"Mark told Pete many lies about himself, which Pete included in the book. _ has to be more critical.","Mark told Pete many lies about himself, which Pete included in the book. _ has to be more skeptical.",_,_,13,13,Pete,Mark,2,0,2,0,critical,skeptical,18,has,has,14,14
3-2,I poured water from the bottle into the cup until the _ was filled.,I poured water from the bottle into the cup until the _ was full.,_,_,11,11,cup,bottle,8,5,8,5,filled,full,13,was,was,12,12
3-3,Dan had to stop Bill from toying with the injured bird. _ is very ruthless.,Dan had to stop Bill from toying with the injured bird. _ is very cruel.,_,_,11,11,Bill,Dan,4,0,4,0,ruthless,cruel,14,is,is,12,12
3-7,"Sam took French classes from Adam, because _ was recognized to speak it fluently.","Sam took French classes from Adam, because _ was known to speak it fluently.",_,_,7,7,Adam,Sam,5,0,5,0,recognized,known,9,was,was,8,8
3-10,"The journalists interviewed the stars of the new movie. The _ were very supportive, so the interview lasted for a long time.","The journalists interviewed the stars of the new movie. The _ were very cooperative, so the interview lasted for a long time.",_,_,10,10,stars,journalists,4,1,4,1,supportive,cooperative,13,were,were,11,11
3-11,"In the storm, the tree fell down and crashed through the roof of my house. Now, the _ has to be fixed.","In the storm, the tree fell down and crashed through the roof of my house. Now, the _ has to be repaired.",_,_,17,17,roof,tree,11,4,11,4,fixed,repaired,21,has,has,18,18
3-12,"Beth is not angry with Sally even though she cut her off, because _ has stopped and said sorry immediately.","Beth is not angry with Sally even though she cut her off, because _ has stopped and apologized right away.",_,_,13,13,Sally,Beth,5,0,5,0,said sorry immediately,apologized right away,17,has,has,14,14
3-13,"The con artist has succeeded in fooling Sam, so _ has wasted a lot of money.","The con artist has succeeded in fooling Sam, so _ has lost a lot of money.",_,_,9,9,Sam,The con artist,7,0,7,0,wasted,lost,11,has,has,10,10
3-14,The fish ate the worm. The _ was really delicious.,The fish ate the worm. The _ was tasty.,_,_,6,6,worm,fish,4,1,4,1,really delicious,tasty,8,was,was,7,7
3-16,Joe paid the detective because _ has provided the final report on the case.,Joe paid the detective because _ has delivered the final report on the case.,_,_,5,5,the detective,Joe,2,0,2,0,provided,delivered,7,has,has,6,6
3-17,"As Andrea in the crop duster passed over Susan, _ was able to spot the landing wheels.","As Andrea in the crop duster passed over Susan, _ was able to spot the landing gear.",_,_,9,9,Susan,Andrea,8,1,8,1,wheels,gear,16,was,was,10,10
3-19,"The cat was lying by the mouse hole waiting for the mouse, but the _ was too careful.","The cat was lying by the mouse hole waiting for the mouse, but the _ was too cautious.",_,_,14,14,mouse,cat,11,1,11,1,careful,cautious,17,was,was,15,15
3-20,Bob collapsed on the sidewalk. Soon he saw Carl coming to help. _ was very worried.,Bob collapsed on the sidewalk. Soon he saw Carl coming to help. _ was very concerned.,_,_,12,12,Carl,Bob,8,0,8,0,worried,concerned,15,was,was,13,13
3-21,Susan knows all about Ann's personal problems because _ is always sharing private matters.,Susan knows all about Ann's personal problems because _ is indiscreet.,_,_,8,8,Ann,Susan,4,0,4,0,always sharing private matters,indiscreet,10,is,is,9,9
3-24,"Paul tried to call George on the phone, but _ was not accessible.","Paul tried to call George on the phone, but _ was not available.",_,_,9,9,George,Paul,4,0,4,0,accessible,available,12,was,was,10,10
3-25,The table won't fit through the doorway because the _ is too small.,The table won't fit through the doorway because the _ is too narrow.,_,_,9,9,doorway,table,6,1,6,1,small,narrow,12,is,is,10,10
3-27,Emma gives Ava a lift to school so _ doesn't have to stroll alone.,Emma gives Ava a lift to school so _ doesn't have to walk alone.,_,_,8,8,Ava,Emma,2,0,2,0,stroll,walk,12,doesn't,doesn't,9,9
3-28,Ann is asking Mary what time the library closes because _ has perfect memory.,Ann is asking Mary what time the library closes because _ has the schedule.,_,_,10,10,Mary,Ann,3,0,3,0,perfect memory,the schedule,12,has,has,11,11
3-32,Jade throws her schoolbag down to Emma after _ reaches the foot of the stairs.,Jade throws her schoolbag down to Emma after _ reaches the bottom of the stairs.,_,_,8,8,Emma,Jade,6,0,6,0,foot,bottom,11,reaches,reaches,9,9
3-36,"George got free tickets to the play, but he gave them to Eric because _ was very eager to see it.","George got free tickets to the play, but he gave them to Eric because _ was particularly eager to see it.",_,_,14,14,Eric,George,12,0,12,0,very,particularly,16,was,was,15,15
3-38,The sculpture rolled off the shelf because the _ wasn't even.,The sculpture rolled off the shelf because the _ wasn't level.,_,_,8,8,shelf,sculpture,5,1,5,1,even,level,10,wasn't,wasn't,9,9
3-39,"The sack of potatoes is placed above the bag of flour, so the _ has to be moved later.","The sack of potatoes is placed above the bag of flour, so the _ has to be moved last.",_,_,13,13,bag,sack,8,1,8,1,later,last,18,has,has,14,14
3-43,"Alice is looking for Jade in the crowd. Since _ has an exceptionally large hat, Alice will spot her quickly.","Alice is looking for Jade in the crowd. Since _ has a unique hairstyle, Alice will spot her quickly.",_,_,9,9,Jade,Alice,4,0,4,0,an exceptionally large hat,a unique hairstyle,11,has,has,10,10
3-44,"Fred and Alice had very warm down coats, but _ were not sufficient for the cold in Alaska.","Fred and Alice had very warm down coats, but _ were not enough for the cold in Alaska.",_,_,9,9,coats,Fred and Alice,7,0,7,0,sufficient,enough,12,were,were,10,10
3-46,Ellie follows Jane's examples in everything. _ has impacted her hugely.,Ellie follows Jane's examples in everything. _ has influenced her hugely.,_,_,6,6,Jane,Ellie,2,0,2,0,impacted,influenced,8,has,has,7,7
3-48,"The dog chased the cat, which ran up a tree. The _ is waiting at the summit.","The dog chased the cat, which ran up a tree. The _ is waiting at the top.",_,_,11,11,cat,dog,4,1,4,1,summit,top,16,is,is,12,12
3-50,"Ava was greatly influenced by the author of the book, though _ was from two centuries before.","Ava was greatly influenced by the author of the book, though _ was from two centuries earlier.",_,_,11,11,the author,Ava,5,0,5,0,before,earlier,16,was,was,12,12
3-53,The large ball crashed right through the table because the _ was made of plastic.,The large ball crashed right through the table because the _ was made of glass.,_,_,10,10,table,ball,7,2,7,2,plastic,glass,14,was,was,11,11
3-54,"The path to the lake was blocked, so the _ was unreachable.","The path to the lake was blocked, so the _ was out of reach.",_,_,9,9,lake,path,4,1,4,1,unreachable,out of reach,11,was,was,10,10
3-55,Joan gave candies to Jane because _ was starved.,Joan gave candies to Jane because _ was very hungry.,_,_,6,6,Jane,Joan,4,0,4,0,starved,very hungry,8,was,was,7,7
3-59,"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. _ is impolite.","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. _ is ungracious.",_,_,15,15,Charlie,Bob,3,0,3,0,impolite,ungracious,17,is,is,16,16
3-61,"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, _ was twelve days old.","Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, _ was twelve months old.",_,_,20,20,my father,Fred,9,0,9,0,twelve days,twelve months,22,was,was,21,21
3-63,"Jane knocked on Susan's door, but there was no answer. _ was away.","Jane knocked on Susan's door, but there was no answer. _ was out.",_,_,10,10,Susan,Jane,3,0,3,0,away,out,12,was,was,11,11
3-64,The foxes are getting in at night and attacking the chickens. The _ have gotten very scared.,The foxes are getting in at night and attacking the chickens. The _ have gotten very nervous.,_,_,12,12,chickens,foxes,10,1,10,1,scared,nervous,16,have,have,13,13
3-69,Pete envies Martin because _ is very accomplished.,Pete envies Martin because _ is very successful.,_,_,4,4,Martin,Pete,2,0,2,0,accomplished,successful,7,is,is,5,5
3-73,"John ordered Bill to leave, so an hour later _ was missing.","John ordered Bill to leave, so an hour later _ was gone.",_,_,9,9,Bill,John,2,0,2,0,missing,gone,11,was,was,10,10
3-74,The firefighters arrived before the police because the _ were coming from a farther station.,The firefighters arrived before the police because the _ were coming from a distant station.,_,_,8,8,police,firefighters,5,1,5,1,farther,distant,13,were,were,9,9
3-77,Jim comforted Kevin because _ was so sad.,Jim comforted Kevin because _ was so upset.,_,_,4,4,Kevin,Jim,2,0,2,0,sad,upset,7,was,was,5,5
