pair_id,sent_1,sent_2,pron_1,pron_2,pron_word_id_1,pron_word_id_2,option_1,option_2,option_1_word_id_1,option_2_word_id_1,option_1_word_id_2,option_2_word_id_2,context_1,context_2,context_word_id,verb_1,verb_2,verb_word_id_1,verb_word_id_2,pron_1_replacement,pron_2_replacement,pron_1_new,pron_2_new
0-338GLSUI45PC971AFCPRNIP9D67SF7,I selected the hammer instead of the mallet as my tool choice since the _ is lighter and I'm out of shape.,I selected the hammer instead of the mallet as my tool choice since the _ is heavier and I'm out of shape.,_,_,14,14,hammer,mallet,3,7,3,7,lighter,heavier,16,is,is,15,15,it,it,the _,the _
0-33QQ60S6AUW1RGEO1Z16ZCKTSEM0U0,The trumpet had to be blown into the mic to be as audible as the drum because the _ was softer.,The trumpet had to be blown into the mic to be as audible as the drum because the _ was louder.,_,_,18,18,trumpet,drum,1,15,1,15,softer,louder,20,was,was,19,19,it,it,the _,the _
0-329E6HTMSW04BN926A3N3PLTZJHK3G,Playing Scrabble is fun for Hunter but not Joel because _ knows a lot of difficult words.,Playing Scrabble is fun for Hunter but not Joel because _ knows a lot of simple words.,_,_,10,10,Hunter,Joel,5,8,5,8,difficult,simple,15,knows,knows,11,11,he,he,_,_
0-3SNR5F7R947V9FYIFPB71YYMSK9EIS,James was writing a poem on his jotter when the ink finished. The _ is long.,James was writing a poem on his jotter when the ink finished. The _ is low.,_,_,13,13,poem,ink,4,10,4,10,long,low,15,is,is,14,14,It,It,The _,The _
0-3K8CQCU3KGFH4GV0X5I5SC12KIANWM,The avocado smeared over the tree when James threw it at the tree. The _ was pretty soft.,The avocado smeared over the tree when James threw it at the tree. The _ was pretty hard.,_,_,14,14,avocado,tree,1,5,1,5,soft,hard,17,was,was,15,15,It,It,The _,The _
0-3BPP3MA3TEYXZG6O0S8KTEQE9O3EL6,"The plane took off without any problems with the engine, but now it gets to altitude, and the _ has started to shake violently.","The plane took off without any problems with the engine, but now it gets to altitude, and the _ has started to sputter.",_,_,18,18,plane,engine,1,9,1,9,shake violently,sputter,22,has,has,19,19,it,it,the _,the _
0-3QGTX7BCHRGH8MUZ4S6QXZVZB8HZ5M,"He prefers to take a cold shower over a hot bath in the morning, because the _ makes him feel awake.","He prefers to take a cold shower over a hot bath in the morning, because the _ makes him feel sleepy.",_,_,16,16,cold shower,hot bath,5,9,5,9,awake,sleepy,20,makes,makes,17,17,it,it,the _,the _
0-3D3B8GE89456V5U5K9L5IHYNN3DP9Y,The hospital in the city is better equipped but not as friendly as the office in the small town because the _ is more likely to hire people that are less familiar.,The hospital in the city is better equipped but not as friendly as the office in the small town because the _ is more likely to hire people that are more familiar.,_,_,21,21,hospital,office,1,14,1,14,less,more,30,is,is,22,22,it,it,the _,the _
0-3X2LT8FDHYWW198WR3TMAFB8XX28WY,Jane realized the pin did not go through the jean because the _ was weak.,Jane realized the pin did not go through the jean because the _ was strong.,_,_,12,12,pin,jean,3,9,3,9,weak,strong,14,was,was,13,13,it,it,the _,the _
0-3BJKPTD2QCAVX8KRB9IBMEB5TRYTRC,"I used vinegar for a stain on the carpet today, but now my room smells terrible since the _ is too strong.","I used vinegar for a stain on the carpet today, but now my room smells terrible since the _ is too thin.",_,_,18,18,vinegar,carpet,2,8,2,8,strong,thin,21,is,is,19,19,it,it,the _,the _
0-3OREP8RUT294CWHWVCXENGRCLFYBGR,Logan was so sore after the long hike but Derrick felt just fine; _ is idle most of the time.,Logan was so sore after the long hike but Derrick felt just fine; _ is active most of the time.,_,_,13,13,Logan,Derrick,0,9,0,9,idle,active,15,is,is,14,14,he,he,_,_
0-3ROUCZ907H8RHSMA7YR8Q7OM9WQOOG,"The pen could easily be hidden in between the crack of the box. Yes, the _ is that small.","The pen could easily be hidden in between the crack of the box. Yes, the _ is that wide.",_,_,15,15,pen,crack,1,9,1,9,small,wide,18,is,is,16,16,it,it,the _,the _
0-3Z8UJEJOC1RZOGPIMBOY5EVLHVF393,James can clearly see the bottom of the swimming pool which is unlike his water tank beside it. The _ is clean.,James can clearly see the bottom of the swimming pool which is unlike his water tank beside it. The _ is dirty.,_,_,19,19,pool,tank,9,15,9,15,clean,dirty,21,is,is,20,20,It,It,The _,The _
0-32TMVRKDGPCKS7PCHXN3FNSHCWC844,"The jewelry Kayla wore made quite an impression on Rachel because, usually, _ is less stylish.","The jewelry Kayla wore made quite an impression on Rachel because, usually, _ is more stylish.",_,_,12,12,Kayla,Rachel,2,9,2,9,less,more,14,is,is,13,13,she,she,_,_
0-3M7OI89LVYMLP8KWXZKNM9K59J7C63,He thinks the sculpture he bought is so much better as art than the painting I bought just because the _ was expensive.,He thinks the sculpture he bought is so much better as art than the painting I bought just because the _ was cheap.,_,_,20,20,sculpture,painting,3,14,3,14,expensive,cheap,22,was,was,21,21,it,it,the _,the _
0-36U4VBVNQQRPRAYNVCKLJ8LF0ZOURI,Callie went on a liquid diet through a tube but was in pain because the _ is restrictive.,Callie went on a liquid diet through a tube but was in pain because the _ is painful.,_,_,15,15,diet,tube,5,8,5,8,restrictive,painful,17,is,is,16,16,it,it,the _,the _
0-3NI0WFPPIBUGP5ON5H33J66DQTH60K,The boat started to sink when James added more luggage into it. The _ was light.,The boat started to sink when James added more luggage into it. The _ was heavy.,_,_,13,13,boat,luggage,1,9,1,9,light,heavy,15,was,was,14,14,It,It,The _,The _
0-3L7SUC0TTW8IE89FSXAK823YENM0MY,Jim's bag was roughed after washing it with a brush because the _ was too weak.,Jim's bag was roughed after washing it with a brush because the _ was too hard.,_,_,12,12,bag,brush,1,9,1,9,weak,hard,15,was,was,13,13,it,it,the _,the _
0-39N6W9XWRDL0P4A754BYVRPD17SYG2,Fishing is a hobby that suits Sarah more than Lindsey because _ is a meat-eater.,Fishing is a hobby that suits Sarah more than Lindsey because _ is an animal rights activist.,_,_,11,11,Sarah,Lindsey,6,9,6,9,a meat-eater,an animal rights activist,13,is,is,12,12,she,she,_,_
0-3CZH926SIES118Z3U0937XO2MSRE49,James needed a bigger box to collect the silver coin he exchanged for the gold bar because the _ was bigger.,James needed a bigger box to collect the silver coin he exchanged for the gold bar because the _ was smaller.,_,_,18,18,silver coin,gold bar,8,14,8,14,bigger,smaller,20,was,was,19,19,it,it,the _,the _
0-3FDWKV9VCN0J05MO66C45B3X13PUM0,The hard mattress on the bed was comfortable for Randy but not Michael because _ happens to prefer firm support.,The hard mattress on the bed was comfortable for Randy but not Michael because _ happens to prefer soft support.,_,_,14,14,Randy,Michael,9,12,9,12,firm,soft,18,happens,happens,15,15,he,he,_,_
0-33BFF6QPI3PA0C2QFMYQJY3XGAMW33,James cannot put his signature in between the box provided because the _ is big.,James cannot put his signature in between the box provided because the _ is narrow.,_,_,12,12,signature,box,4,8,4,8,big,narrow,14,is,is,13,13,it,it,the _,the _
0-341H3G5YF2SIDF8Y7M0EG4Z7TSGZ0S,Natalie was hired to install a new wall for Monica because _ is the employee.,Natalie was hired to install a new wall for Monica because _ is the employer.,_,_,11,11,Natalie,Monica,0,9,0,9,employee,employer,14,is,is,12,12,she,she,_,_
0-3OPLMF3EU5LMZXKU9TZ3R3WETYMLN5,Rebecca wears her hair in a ponytail but Victoria does not because _ has long hair.,Rebecca wears her hair in a ponytail but Victoria does not because _ has short hair.,_,_,12,12,Rebecca,Victoria,0,8,0,8,long,short,14,has,has,13,13,she,she,_,_
0-3W5PY7V3URLPAVZFX881K251M7JJYT,Erin has to watch everything that she eats unlike Cynthia because _ is soon expecting a baby.,Erin has to watch everything that she eats unlike Cynthia because _ is not expecting a baby.,_,_,11,11,Erin,Cynthia,0,9,0,9,soon,not,13,is,is,12,12,she,she,_,_
0-31HLTCK4BN9YFZE9KR0EGQ9SE8IGVJ,"Jessica injured her foot and Samantha injured her arm, so _ walks with a limp.","Jessica injured her foot and Samantha injured her arm, so _ walks with perfect balance.",_,_,10,10,Jessica,Samantha,0,5,0,5,a limp,perfect balance,13,walks,walks,11,11,she,she,_,_
0-3OB6JN3A9QNRKDU72CHZ00GDZM7RMK,Elena told Katrina to cut the circuits to the bomb before it explodes because _ was occupied by fighting.,Elena told Katrina to cut the circuits to the bomb before it explodes because _ was closer to it.,_,_,14,14,Elena,Katrina,0,2,0,2,occupied by fighting,closer to it,16,was,was,15,15,she,she,_,_
0-301KG0KX9EZ3I4BIGNYLZLOHUUO2HI,The bottle spent the whole day to get cold in the refrigerator because the _ is big.,The bottle spent the whole day to get cold in the refrigerator because the _ is small.,_,_,14,14,bottle,refrigerator,1,11,1,11,big,small,16,is,is,15,15,it,it,the _,the _
0-3OPLMF3EU5LMZXKU9TZ3R3WET0XLNK,Victoria likes to keep their front door locked shut but Lindsey does not because _ lives in a dangerous neighbourhood.,Victoria likes to keep their front door locked shut but Lindsey does not because _ lives in a safe neighbourhood.,_,_,14,14,Victoria,Lindsey,0,10,0,10,dangerous,safe,18,lives,lives,15,15,she,she,_,_
0-3THR0FZ95PR4HIK6A8ZG6SWJJDILOL,Craig has to read a lot more contracts than Christopher because _ works at a law firm.,Craig has to read a lot more contracts than Christopher because _ works at a sports gym.,_,_,11,11,Craig,Christopher,0,9,0,9,law firm,sports gym,15,works,works,12,12,he,he,_,_
0-3MDWE879UH0PXMUOH6R4VZ5PHZQ9BF,I like using a sea salt cube instead of a table salt shaker as the _ has chunkier crystals.,I like using a sea salt cube instead of a table salt shaker as the _ has finer crystals.,_,_,15,15,sea salt cube,table salt shaker,4,10,4,10,chunkier,finer,17,has,has,16,16,it,it,the _,the _
0-37AQKJ12TZ2N7CWQZWZ6ER0V51VTTA,Lindsey's breath blew the dust off the wall and it got into Brian's eye. The _ is strong.,Lindsey's breath blew the dust off the wall and it got into Brian's eye. The _ is light.,_,_,15,15,breath,dust,1,4,1,4,strong,light,17,is,is,16,16,It,It,The _,The _
0-39TX062QX1MAVN895TICTJTVVVW3XU,Leslie loves cooking and eating jackfruit tacos more than Kenneth because _ is a very committed vegetarian.,Leslie loves cooking and eating jackfruit tacos more than Kenneth because _ is carnivorous.,_,_,11,11,Leslie,Kenneth,0,9,0,9,a very committed vegetarian,carnivorous,13,is,is,12,12,he,he,_,_
0-39TX062QX32PPC7GPRUCLHH4PV53XI,The red candle burnt very fast under the flame because the _ was very short.,The red candle burnt very fast under the flame because the _ was very high.,_,_,11,11,candle,flame,2,8,2,8,short,high,14,was,was,12,12,it,it,the _,the _
0-3WRAAIUSBLDP9X61Y69M8PVAWI7AXM,James was able to get more slices from the cakes than expected. The _ were small.,James was able to get more slices from the cakes than expected. The _ were big.,_,_,13,13,slices,cakes,6,9,6,9,small,big,15,were,were,14,14,They,They,The _,The _
0-36D1BWBEHPFPAICT7KEYRQWEDQVM27,The bike got broken when James rode it with a load on it. The _ was light.,The bike got broken when James rode it with a load on it. The _ was heavy.,_,_,14,14,bike,load,1,10,1,10,light,heavy,16,was,was,15,15,It,It,The _,The _
0-3ZXNP4Z39RJXWCS7TMIEV6AOTK1L7G,Katrina uses a cleansing product every day to make her skin clean but Sarah does not; _ is hygienic.,Katrina uses a cleansing product every day to make her skin clean but Sarah does not; _ is scruffy.,_,_,16,16,Katrina,Sarah,0,13,0,13,hygienic,scruffy,18,is,is,17,17,she,she,_,_
0-3PA41K45VN2NNX75LEBLCNJ8YW87PA,"Ryan has many tattoos on his body, while Aaron has none because _ is a hipster.","Ryan has many tattoos on his body, while Aaron has none because _ is scared of needles.",_,_,12,12,Ryan,Aaron,0,8,0,8,a hipster,scared of needles,14,is,is,13,13,he,he,_,_
0-34OWYT6U3YVEEJ717EVL9KXB1RZ9IR,The dog was crying with the collar hurting its neck because the _ is small.,The dog was crying with the collar hurting its neck because the _ is big.,_,_,12,12,collar,neck,6,9,6,9,small,big,14,is,is,13,13,it,it,the _,the _
0-3IVKZBIBJ2NWN3SGA2DRQ31MT28SHR,My friend wants to see the new romance movie but I want to see the action movie because the _ has bad reviews.,My friend wants to see the new romance movie but I want to see the action movie because the _ has good reviews.,_,_,19,19,romance movie,action movie,7,15,7,15,bad,good,21,has,has,20,20,it,it,the _,the _
0-306996CF6WI78HRTDTCBGTN6E6TB1W,Amy bought a new storage bin from Monica at the hardware store because _ is a homeowner.,Amy bought a new storage bin from Monica at the hardware store because _ is a store owner.,_,_,13,13,Amy,Monica,0,7,0,7,homeowner,store owner,16,is,is,14,14,she,she,_,_
0-3T2EL38U0OYHWDDIN268YPAFZ00QXF,Jane knew she would need more banana to feed the children unlike the pineapple that would have been enough. The _ was small.,Jane knew she would need more banana to feed the children unlike the pineapple that would have been enough. The _ was big.,_,_,20,20,banana,pineapple,6,13,6,13,small,big,22,was,was,21,21,It,It,The _,The _
0-3DZKABX2ZKJLYNY4I54VQZOCEWHCVO,The pan does not get hot fast enough when placed over the flame because the _ is too high.,The pan does not get hot fast enough when placed over the flame because the _ is too low.,_,_,15,15,pan,flame,1,12,1,12,high,low,18,is,is,16,16,it,it,the _,the _
0-31SIZS5W59DI5SSZU5OGH90I48ERQI,"SEO is work that Natalie sometimes performs, but Patricia never has, so _ is likely better with technology.","SEO is work that Natalie sometimes performs, but Patricia never has, so _ is likely inferior with technology.",_,_,12,12,Natalie,Patricia,4,8,4,8,better,inferior,15,is,is,13,13,she,she,_,_
0-3K3IX1W4S6P56Z53SHN5MELY4M0APV,The rod is better than the pipe for fitting in tight spaces because the _ is thinner.,The rod is better than the pipe for fitting in tight spaces because the _ is thicker.,_,_,14,14,rod,pipe,1,6,1,6,thinner,thicker,16,is,is,15,15,it,it,the _,the _
0-3D5G8J4N5CI2K40F4RZLF9OG2CKVTH,"Kyle doesn't wear leg warmers to bed, while Logan almost always does; _ is in a much warmer climate.","Kyle doesn't wear leg warmers to bed, while Logan almost always does; _ is in a colder climate.",_,_,12,12,Kyle,Logan,0,8,0,8,much warmer,colder,16,is,is,13,13,he,he,_,_
0-3XU80RHWH1UJ962A5UXQYBCCAAG44T,The goal was to let Erin win and not Katrina so that _ learns to have confidence.,The goal was to let Erin win and not Katrina so that _ learns to be humble.,_,_,12,12,Erin,Katrina,5,9,5,9,have confidence,be humble,15,learns,learns,13,13,she,she,_,_
0-3RIHDBQ1NGCTP8FBQ5H5EU2F0FSHM7,"In his lifetime, Brian will likely suffer from carpal tunnel, but Michael will not, so _ is more likely to work in an office.","In his lifetime, Brian will likely suffer from carpal tunnel, but Michael will not, so _ is less likely to work in an office.",_,_,15,15,Brian,Michael,3,11,3,11,more,less,17,is,is,16,16,he,he,_,_
0-3KQC8JMJGE6S3M71KNCQIVT908NH37,She was never able to use the lash curlers on her lashes because the _ were too large.,She was never able to use the lash curlers on her lashes because the _ were too thin.,_,_,14,14,curlers,lashes,8,11,8,11,large,thin,17,were,were,15,15,they,they,the _,the _
0-3FBEFUUYRMJCQIM5XJ0W8CIQYEG6AV,"Mike and friends practiced basketball out in the field instead of gym during rain, even though the _ was wet.","Mike and friends practiced basketball out in the field instead of gym during rain, even though the _ was dry.",_,_,17,17,field,gym,8,11,8,11,wet,dry,19,was,was,18,18,it,it,the _,the _
0-3GVPRXWRPJ8A00J8SHX1VO6453C7IF,"Donald is interested in girls, while Nick is attracted to boys, which means _ is straight.","Donald is interested in girls, while Nick is attracted to boys, which means _ is gay.",_,_,13,13,Donald,Nick,0,6,0,6,straight,gay,15,is,is,14,14,he,he,_,_
0-3O71U79SRD3IFHTR1ZT4I89IBLESM2,John cannot use the rake to clear the debris and they pass through the holes between the prong. The _ are tiny.,John cannot use the rake to clear the debris and they pass through the holes between the prong. The _ are wide.,_,_,19,19,debris,holes,8,14,8,14,tiny,wide,21,are,are,20,20,They,They,The _,The _
0-3RBI0I35XE1ZVSYJAP4ECX042I5Y3D,Neil requested that Christopher change the water in his fish tank in his room because _ was at school.,Neil requested that Christopher change the water in his fish tank in his room because _ was at home.,_,_,15,15,Neil,Christopher,0,3,0,3,school,home,18,was,was,16,16,he,he,_,_
0-30Z7M1Q8U0YZUW5TQYXUSQEH5EZ8AN,The case kept opening by itself because of the box kept in it because the _ was too small.,The case kept opening by itself because of the box kept in it because the _ was too large.,_,_,15,15,case,box,1,9,1,9,small,large,18,was,was,16,16,it,it,the _,the _
0-38Z7YZ2SB5GK6IONOG67VFN0CNPIQ1,John cared for the pot while it was being transported in the box but it eventually got broken. The _ was fragile.,John cared for the pot while it was being transported in the box but it eventually got broken. The _ was hard.,_,_,19,19,pot,box,4,12,4,12,fragile,hard,21,was,was,20,20,It,It,The _,The _
0-388CL5C1RL19JQXQQTGQEHNR14ULHS,Jeffrey's finger could not enter his nose when it itched because the _ is very big.,Jeffrey's finger could not enter his nose when it itched because the _ is very small.,_,_,12,12,finger,nose,1,6,1,6,big,small,15,is,is,13,13,it,it,the _,the _
0-3SMIWMMK63JUZ6F9U6UR67TXUPZWU9,Kayla fit into a size six shoe while Tanya did not because _ has small feet.,Kayla fit into a size six shoe while Tanya did not because _ has large feet.,_,_,12,12,Kayla,Tanya,0,8,0,8,small,large,14,has,has,13,13,she,she,_,_
0-3FW4EL5A3N2Z3E80X2VECHIG6LM223,"Jane could not hold her hair with the band without breaking it, so she used the ribbon because the _ is small.","Jane could not hold her hair with the band without breaking it, so she used the ribbon because the _ is big.",_,_,19,19,band,ribbon,8,16,8,16,small,big,21,is,is,20,20,it,it,the _,the _
0-3RDTX9JRTYZ2VARY4PFOQXJTYBP79L,Carrie had to bring an astringent face wash to the sleepover because Monica didn't have any; _ has lots of pimples.,Carrie had to bring an astringent face wash to the sleepover because Monica didn't have any; _ has a clear complexion.,_,_,16,16,Carrie,Monica,0,12,0,12,lots of pimples,a clear complexion,18,has,has,17,17,she,she,_,_
0-30F94FBDNRI8H132FCWLMZ616OLTBM,Benjamin accused Adam of taking the last jar of peanut butter because _ was distrusting.,Benjamin accused Adam of taking the last jar of peanut butter because _ was so hungry.,_,_,12,12,Benjamin,Adam,0,2,0,2,distrusting,so hungry,14,was,was,13,13,he,he,_,_
0-32TMVRKDGPCKS7PCHXN3FNSGBR648H,Robert has a much harder time managing the heat than Samuel; _ is from Alaska.,Robert has a much harder time managing the heat than Samuel; _ is from Hawaii.,_,_,11,11,Robert,Samuel,0,10,0,10,Alaska,Hawaii,14,is,is,12,12,he,he,_,_
0-35NNO802AVUK9WCOOQ2QZN4MCW3IN3,For the new job Tanya bought bamboo from Patricia at a fair price; _ works in a building construction business.,For the new job Tanya bought bamboo from Patricia at a fair price; _ works in a building supply business.,_,_,13,13,Tanya,Patricia,4,8,4,8,construction,supply,18,works,works,14,14,she,she,_,_
0-3TD33TP5DNGIWU30TAH4JS4HBATBAA,The rock thrown on the floor could no longer be found because the _ is tiny.,The rock thrown on the floor could no longer be found because the _ is wide.,_,_,13,13,rock,floor,1,5,1,5,tiny,wide,15,is,is,14,14,it,it,the _,the _
0-3D17ECOUOET25MNGY0X5YAPUQEG31X,Hunter is more emotionally fragile than Adam; _ is in an unhealthy relationship.,Hunter is more emotionally fragile than Adam; _ is in a much healthier relationship.,_,_,7,7,Hunter,Adam,0,6,0,6,an unhealthy,a much healthier,10,is,is,8,8,he,he,_,_
0-3TZ0XG8CBUI6VOWHEU7U4XFO4BY893,"Mary is staring off into nowhere, looking right through Carrie. _ has a blank look.","Mary is staring off into nowhere, looking right through Carrie. _ has a confused look.",_,_,10,10,Mary,Carrie,0,9,0,9,blank,confused,13,has,has,11,11,She,She,_,_
0-33W1NHWFYJZJTO5P5OOO0F1DSDWTZ5,Natalie wants to succeed in life while Kayla just doesn't care as much; _ has many goals in life.,Natalie wants to succeed in life while Kayla just doesn't care as much; _ has little goals in life.,_,_,13,13,Natalie,Kayla,0,7,0,7,many,little,15,has,has,14,14,she,she,_,_
0-3E24UO25QZOMYXHZN4TEH9EMTD26OX,Victoria likes to communicate with friends via their computer whereas Cynthia likes to communicate face to face because _ is shy.,Victoria likes to communicate with friends via their computer whereas Cynthia likes to communicate face to face because _ is outgoing.,_,_,18,18,Victoria,Cynthia,0,10,0,10,shy,outgoing,20,is,is,19,19,she,she,_,_
0-391JB9X4Z0MKRYGJWQK2RMI8TUUMKD,James finished the book during his flight home and he loved it. The _ was short.,James finished the book during his flight home and he loved it. The _ was long.,_,_,13,13,book,flight,3,6,3,6,short,long,15,was,was,14,14,It,It,The _,The _
0-0,"Mark told Pete many lies about himself, which Pete included in the book. _ has to be more honest.","Mark told Pete many lies about himself, which Pete included in the book. _ has to be more skeptical.",_,_,13,13,Mark,Pete,0,2,0,2,honest,skeptical,18,has,has,14,14,He,He,_,_
0-2,I poured water from the bottle into the cup until the _ was empty.,I poured water from the bottle into the cup until the _ was full.,_,_,11,11,bottle,cup,5,8,5,8,empty,full,13,was,was,12,12,it,it,the _,the _
0-3,Dan had to stop Bill from toying with the injured bird. _ is very compassionate.,Dan had to stop Bill from toying with the injured bird. _ is very cruel.,_,_,11,11,Dan,Bill,0,4,0,4,compassionate,cruel,14,is,is,12,12,He,He,_,_
0-7,"Sam took French classes from Adam, because _ was eager to speak it fluently.","Sam took French classes from Adam, because _ was known to speak it fluently.",_,_,7,7,Sam,Adam,0,5,0,5,eager,known,9,was,was,8,8,he,he,_,_
0-10,"The journalists interviewed the stars of the new movie. The _ were very persistent, so the interview lasted for a long time.","The journalists interviewed the stars of the new movie. The _ were very cooperative, so the interview lasted for a long time.",_,_,10,10,journalists,stars,1,4,1,4,persistent,cooperative,13,were,were,11,11,They,They,The _,The _
0-11,"In the storm, the tree fell down and crashed through the roof of my house. Now, the _ has to be removed.","In the storm, the tree fell down and crashed through the roof of my house. Now, the _ has to be repaired.",_,_,17,17,tree,roof,4,11,4,11,removed,repaired,21,has,has,18,18,it,it,the _,the _
0-12,"Beth is not angry with Sally even though she cut her off, because _ has stopped and taken deep breath.","Beth is not angry with Sally even though she cut her off, because _ has stopped and apologized right away.",_,_,13,13,Beth,Sally,0,5,0,5,taken deep breath,apologized right away,17,has,has,14,14,she,she,_,_
0-13,"The con artist has succeeded in fooling Sam, so _ has gotten a lot of money.","The con artist has succeeded in fooling Sam, so _ has lost a lot of money.",_,_,9,9,The con artist,Sam,0,7,0,7,gotten,lost,11,has,has,10,10,he,he,_,_
0-14,The fish ate the worm. The _ was starved.,The fish ate the worm. The _ was tasty.,_,_,6,6,fish,worm,1,4,1,4,starved,tasty,8,was,was,7,7,It,It,The _,The _
0-16,Joe paid the detective because _ has received the final report on the case.,Joe paid the detective because _ has delivered the final report on the case.,_,_,5,5,Joe,the detective,0,2,0,2,received,delivered,7,has,has,6,6,he,he,_,_
0-17,"As Andrea in the crop duster passed over Susan, _ was able to spot the landing strip.","As Andrea in the crop duster passed over Susan, _ was able to spot the landing gear.",_,_,9,9,Andrea,Susan,1,8,1,8,strip,gear,16,was,was,10,10,she,she,_,_
0-19,"The cat was lying by the mouse hole waiting for the mouse, but the _ was too impatient.","The cat was lying by the mouse hole waiting for the mouse, but the _ was too cautious.",_,_,14,14,cat,mouse,1,11,1,11,impatient,cautious,17,was,was,15,15,it,it,the _,the _
0-20,Bob collapsed on the sidewalk. Soon he saw Carl coming to help. _ was very ill.,Bob collapsed on the sidewalk. Soon he saw Carl coming to help. _ was very concerned.,_,_,12,12,Bob,Carl,0,8,0,8,ill,concerned,15,was,was,13,13,He,He,_,_
0-21,Susan knows all about Ann's personal problems because _ is inquisitive.,Susan knows all about Ann's personal problems because _ is indiscreet.,_,_,8,8,Susan,Ann,0,4,0,4,inquisitive,indiscreet,10,is,is,9,9,she,she,_,_
0-24,"Paul tried to call George on the phone, but _ was not successful.","Paul tried to call George on the phone, but _ was not available.",_,_,9,9,Paul,George,0,4,0,4,successful,available,12,was,was,10,10,he,he,_,_
0-25,The table won't fit through the doorway because the _ is too wide.,The table won't fit through the doorway because the _ is too narrow.,_,_,9,9,table,doorway,1,6,1,6,wide,narrow,12,is,is,10,10,it,it,the _,the _
0-27,Emma gives Ava a lift to school so _ doesn't have to drive alone.,Emma gives Ava a lift to school so _ doesn't have to walk alone.,_,_,8,8,Emma,Ava,0,2,0,2,drive,walk,12,doesn't,doesn't,9,9,she,she,_,_
0-28,Ann is asking Mary what time the library closes because _ has bad memory.,Ann is asking Mary what time the library closes because _ has the schedule.,_,_,10,10,Ann,Mary,0,3,0,3,bad memory,the schedule,12,has,has,11,11,she,she,_,_
0-32,Jade throws her schoolbag down to Emma after _ reaches the top of the stairs.,Jade throws her schoolbag down to Emma after _ reaches the bottom of the stairs.,_,_,8,8,Jade,Emma,0,6,0,6,top,bottom,11,reaches,reaches,9,9,she,she,_,_
0-36,"George got free tickets to the play, but he gave them to Eric because _ was not eager to see it.","George got free tickets to the play, but he gave them to Eric because _ was particularly eager to see it.",_,_,14,14,George,Eric,0,12,0,12,not,particularly,16,was,was,15,15,he,he,_,_
0-38,The sculpture rolled off the shelf because the _ wasn't anchored.,The sculpture rolled off the shelf because the _ wasn't level.,_,_,8,8,sculpture,shelf,1,5,1,5,anchored,level,10,wasn't,wasn't,9,9,it,it,the _,the _
0-39,"The sack of potatoes is placed above the bag of flour, so the _ has to be moved first.","The sack of potatoes is placed above the bag of flour, so the _ has to be moved last.",_,_,13,13,sack,bag,1,8,1,8,first,last,18,has,has,14,14,it,it,the _,the _
0-43,"Alice is looking for Jade in the crowd. Since _ has amazingly good luck, Alice will spot her quickly.","Alice is looking for Jade in the crowd. Since _ has a unique hairstyle, Alice will spot her quickly.",_,_,9,9,Alice,Jade,0,4,0,4,amazingly good luck,a unique hairstyle,11,has,has,10,10,she,she,_,_
0-44,"Fred and Alice had very warm down coats, but _ were not prepared for the cold in Alaska.","Fred and Alice had very warm down coats, but _ were not enough for the cold in Alaska.",_,_,9,9,Fred and Alice,coats,0,7,0,7,prepared,enough,12,were,were,10,10,they,they,_,_
0-46,Ellie follows Jane's examples in everything. _ has admired her hugely.,Ellie follows Jane's examples in everything. _ has influenced her hugely.,_,_,6,6,Ellie,Jane,0,2,0,2,admired,influenced,8,has,has,7,7,She,She,_,_
0-48,"The dog chased the cat, which ran up a tree. The _ is waiting at the bottom.","The dog chased the cat, which ran up a tree. The _ is waiting at the top.",_,_,11,11,dog,cat,1,4,1,4,bottom,top,16,is,is,12,12,It,It,The _,The _
0-50,"Ava was greatly influenced by the author of the book, though _ was from two centuries later.","Ava was greatly influenced by the author of the book, though _ was from two centuries earlier.",_,_,11,11,Ava,the author,0,5,0,5,later,earlier,16,was,was,12,12,she,she,_,_
0-53,The large ball crashed right through the table because the _ was made of steel.,The large ball crashed right through the table because the _ was made of glass.,_,_,10,10,ball,table,2,7,2,7,steel,glass,14,was,was,11,11,it,it,the _,the _
0-54,"The path to the lake was blocked, so the _ was of no use.","The path to the lake was blocked, so the _ was out of reach.",_,_,9,9,path,lake,1,4,1,4,of no use,out of reach,11,was,was,10,10,it,it,the _,the _
0-55,Joan gave candies to Jane because _ was not hungry.,Joan gave candies to Jane because _ was very hungry.,_,_,6,6,Joan,Jane,0,4,0,4,not,very,8,was,was,7,7,she,she,_,_
0-59,"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. _ is hurt and upset.","Bob paid for Charlie's college education, but now Charlie acts as though it never happened. _ is ungracious.",_,_,15,15,Bob,Charlie,0,3,0,3,hurt and upset,ungracious,17,is,is,16,16,He,He,_,_
0-61,"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, _ was twelve years old.","Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, _ was twelve months old.",_,_,20,20,Fred,my father,0,9,0,9,years,months,23,was,was,21,21,he,he,_,_
0-63,"Jane knocked on Susan's door, but there was no answer. _ was disappointed.","Jane knocked on Susan's door, but there was no answer. _ was out.",_,_,10,10,Jane,Susan,0,3,0,3,disappointed,out,12,was,was,11,11,She,She,_,_
